Student_ID,Age,Gender,Class,Study_Hours_Per_Day,Attendance_Percentage,Parental_Education,Internet_Access,Extracurricular_Activities,Math_Score,Science_Score,English_Score,Previous_Year_Score,Final_Percentage,Performance_Level,Pass_Fail
382,14,0,9,5.6,85,1,0,0,83,61,56,53,66.67,2,1
383,19,0,11,1.4,75,2,1,0,57,41,94,60,64.0,0,1
384,14,0,11,5.7,94,2,1,1,85,93,90,56,89.33,1,1
385,14,1,10,1.4,73,1,0,1,63,93,68,58,74.67,2,1
386,14,1,10,4.6,94,0,1,0,72,37,89,48,66.0,2,1
387,15,0,11,0.9,55,0,0,0,65,100,64,92,76.33,2,1
388,16,0,12,5.4,95,0,0,1,44,56,86,95,62.0,0,1
389,19,1,12,5.7,60,2,1,1,76,91,36,45,67.67,2,1
390,14,0,10,4.6,71,0,1,1,94,80,79,82,84.33,1,1
391,19,0,12,5.4,61,2,0,0,83,76,46,84,68.33,2,1
392,16,0,10,3.8,100,0,0,1,71,55,83,58,69.67,2,1
393,17,1,9,4.7,72,1,0,0,42,58,42,65,47.33,3,0
394,18,1,11,2.6,79,1,1,1,63,65,52,72,60.0,0,1
395,16,1,9,1.0,69,1,0,1,98,81,43,93,74.0,2,1
396,18,1,11,5.1,80,0,0,1,42,37,44,42,41.0,3,0
397,17,1,12,3.5,64,2,0,0,50,64,62,46,58.67,0,1
398,17,0,11,5.5,54,0,1,1,65,92,36,43,64.33,0,1
399,16,0,11,5.9,98,0,1,0,84,100,45,42,76.33,2,1
400,15,0,12,1.8,58,0,0,1,89,38,48,75,58.33,0,1
401,14,1,10,2.5,56,0,0,0,41,49,50,85,46.67,3,0
402,17,1,10,3.7,59,0,1,1,51,94,74,66,73.0,2,1
403,14,1,12,5.5,52,0,0,1,58,63,47,59,56.0,0,1
404,18,1,12,5.4,77,2,1,0,54,36,73,79,54.33,0,1
405,15,0,9,2.2,63,2,1,0,89,87,95,40,90.33,1,1
406,16,0,10,3.0,68,2,1,0,81,52,38,73,57.0,0,1
407,19,1,9,3.0,78,1,1,0,44,83,95,55,74.0,2,1
408,17,0,10,5.1,61,1,0,0,61,82,84,48,75.67,2,1
409,18,0,10,4.4,93,2,1,0,71,88,47,74,68.67,2,1
410,19,0,10,1.6,53,2,1,0,74,77,41,82,64.0,0,1
411,19,1,10,0.6,87,0,0,1,62,37,87,40,62.0,0,1
412,15,1,11,4.0,92,0,0,1,92,86,63,65,80.33,2,1
413,17,1,12,4.0,65,2,0,0,93,69,86,52,82.67,1,1
414,15,1,10,3.5,72,2,0,0,92,66,52,80,70.0,2,1
415,16,0,10,3.3,93,2,1,1,62,47,64,48,57.67,0,1
416,17,0,10,3.4,64,2,0,1,68,45,43,79,52.0,0,1
417,14,1,12,4.4,58,1,1,0,49,87,74,47,70.0,2,1
418,16,0,11,5.9,68,2,0,0,42,92,61,65,65.0,0,1
419,16,0,12,5.6,77,0,0,1,79,43,59,91,60.33,0,1
420,16,0,11,0.6,94,1,0,1,67,77,95,94,79.67,2,1
421,17,1,11,2.5,80,0,1,0,87,55,75,81,72.33,2,1
422,18,0,11,5.1,70,2,0,0,50,88,80,57,72.67,2,1
423,15,1,11,2.2,88,1,1,0,47,42,35,47,41.33,3,0
424,19,0,9,5.1,74,0,0,0,76,59,87,44,74.0,2,1
425,15,0,9,5.0,90,0,1,1,79,91,45,79,71.67,2,1
426,19,0,11,1.3,56,0,1,0,36,62,65,68,54.33,0,1
427,17,0,12,3.0,67,0,0,1,87,37,73,58,65.67,0,1
428,16,1,9,1.2,50,2,0,0,80,47,90,45,72.33,2,1
429,15,0,12,5.4,73,2,0,1,69,53,35,72,52.33,0,1
430,15,0,10,0.6,78,1,1,0,98,80,69,40,82.33,1,1
431,16,1,11,3.5,75,1,0,1,55,50,89,78,64.67,0,1
432,18,1,11,2.9,56,0,0,1,41,69,41,95,50.33,0,1
433,18,0,9,3.7,100,1,0,0,91,58,64,61,71.0,2,1
434,17,0,12,4.2,99,0,0,1,77,79,45,55,67.0,2,1
435,15,1,9,3.2,58,1,0,0,82,83,79,80,81.33,1,1
436,19,1,9,1.3,62,2,0,1,68,37,55,44,53.33,0,1
437,17,0,10,0.6,96,2,0,0,40,38,59,85,45.67,3,0
438,14,1,10,2.8,57,0,1,0,91,48,37,63,58.67,0,1
439,19,0,11,1.5,77,1,0,0,88,77,52,59,72.33,2,1
440,16,1,9,0.5,86,1,0,0,74,52,83,45,69.67,2,1
441,18,0,11,5.8,92,0,1,0,82,69,91,57,80.67,2,1
442,18,1,9,4.8,64,0,1,1,68,77,67,46,70.67,2,1
443,15,0,10,0.8,72,0,1,0,54,42,78,67,58.0,0,1
444,14,1,10,1.8,92,0,0,0,97,62,69,74,76.0,2,1
445,14,0,11,4.4,87,1,0,0,36,70,47,54,51.0,0,1
446,19,1,10,3.1,91,0,1,0,96,45,60,67,67.0,2,1
447,18,0,11,2.1,65,2,1,0,46,36,89,47,57.0,0,1
448,18,1,12,1.4,90,1,1,1,94,52,80,94,75.33,2,1
449,15,0,12,2.9,74,2,0,1,74,90,86,73,83.33,1,1
450,14,1,10,3.0,58,2,1,1,80,49,61,52,63.33,0,1
451,16,1,9,3.6,56,2,1,0,55,47,87,84,63.0,0,1
452,16,0,10,3.7,95,2,0,0,72,59,41,95,57.33,0,1
453,17,1,9,0.9,68,0,0,0,60,87,74,61,73.67,2,1
454,17,0,12,2.5,88,0,1,1,94,92,66,43,84.0,1,1
455,18,0,9,2.0,85,0,0,0,52,46,64,71,54.0,0,1
456,16,0,12,2.9,95,2,1,0,39,37,55,62,43.67,3,0
457,15,0,10,2.0,64,2,1,0,60,78,97,69,78.33,2,1
458,14,0,10,1.1,84,0,1,1,76,61,91,44,76.0,2,1
459,14,0,9,3.3,72,2,1,1,84,83,36,91,67.67,2,1
460,18,0,12,3.2,61,0,0,0,48,36,80,85,54.67,0,1
461,17,0,10,3.4,92,1,0,0,65,86,55,93,68.67,2,1
462,14,1,9,2.3,63,1,0,0,52,72,93,95,72.33,2,1
463,19,0,9,5.9,58,0,1,0,89,70,68,87,75.67,2,1
464,18,1,9,3.1,91,2,0,0,57,55,68,57,60.0,0,1
465,17,1,12,2.6,87,1,1,0,75,91,58,70,74.67,2,1
466,17,0,12,3.9,96,0,0,0,92,80,88,49,86.67,1,1
467,14,1,12,3.4,59,1,1,0,64,98,56,84,72.67,2,1
468,17,0,11,2.5,91,0,1,1,86,55,97,80,79.33,2,1
469,18,0,10,3.8,84,2,0,0,85,63,95,45,81.0,1,1
470,16,1,11,5.3,74,2,0,0,94,66,94,80,84.67,1,1
471,18,1,10,0.8,74,0,0,1,64,57,91,93,70.67,2,1
472,17,0,12,4.8,74,0,1,1,54,56,65,44,58.33,0,1
473,19,1,12,5.8,89,0,0,1,75,94,63,63,77.33,2,1
474,14,1,11,2.8,85,2,1,1,91,50,86,49,75.67,2,1
475,15,0,10,6.0,86,0,0,1,46,51,70,76,55.67,0,1
476,15,0,12,2.3,56,0,1,1,46,86,83,93,71.67,2,1
477,19,1,10,3.9,52,2,1,1,70,73,97,65,80.0,2,1
478,14,1,11,5.8,54,1,1,0,96,94,44,85,78.0,2,1
479,19,0,11,4.6,63,1,0,1,80,100,37,93,72.33,2,1
480,16,1,9,5.2,68,0,1,0,36,75,93,93,68.0,2,1
481,18,1,10,0.8,97,0,1,1,59,80,82,60,73.67,2,1
482,16,0,10,5.6,78,2,0,0,91,62,100,76,84.33,1,1
483,18,0,9,2.6,60,2,0,0,49,66,72,89,62.33,0,1
484,15,1,12,4.9,94,0,1,0,49,43,37,50,43.0,3,0
485,18,0,9,5.6,60,0,0,1,67,54,70,40,63.67,0,1
486,18,1,12,4.2,76,0,0,1,41,43,59,83,47.67,3,0
487,18,0,9,0.6,72,2,0,0,65,90,48,73,67.67,2,1
488,15,1,11,3.1,94,0,0,0,40,39,45,51,41.33,3,0
489,19,0,12,4.1,85,2,0,1,79,74,65,58,72.67,2,1
490,14,1,9,4.8,70,2,1,0,83,69,48,43,66.67,2,1
491,17,0,11,0.7,50,2,0,0,50,87,88,51,75.0,2,1
492,16,1,9,5.9,90,2,1,1,60,95,71,71,75.33,2,1
493,17,0,11,3.8,57,0,1,1,75,37,75,57,62.33,0,1
494,18,0,11,2.6,83,1,1,1,80,55,85,67,73.33,2,1
495,14,1,12,5.7,95,0,1,0,64,79,96,58,79.67,2,1
496,16,0,10,3.2,76,0,0,0,100,46,63,94,69.67,2,1
497,17,1,11,6.0,91,1,0,0,46,91,71,46,69.33,2,1
498,17,0,10,1.4,53,0,1,1,88,43,99,70,76.67,2,1
499,18,0,9,5.8,99,1,0,0,53,72,99,51,74.67,2,1
500,15,1,12,4.7,99,2,1,1,40,100,76,84,72.0,2,1
501,14,1,12,1.7,70,1,0,1,65,79,73,91,72.33,2,1
502,18,1,12,0.7,78,1,0,0,82,44,97,70,74.33,2,1
503,18,1,11,4.0,78,0,0,0,96,49,54,79,66.33,2,1
504,16,1,10,3.9,86,1,0,1,48,92,63,78,67.67,2,1
505,18,0,12,2.3,83,1,1,0,76,88,79,87,81.0,1,1
506,15,1,10,1.4,86,0,0,1,50,42,91,66,61.0,0,1
507,19,1,12,2.4,80,1,1,1,63,98,46,53,69.0,2,1
508,15,1,10,0.6,68,0,0,0,38,99,86,71,74.33,2,1
509,16,1,12,0.6,66,2,1,1,97,59,91,77,82.33,1,1
510,19,1,11,4.4,51,0,0,1,57,56,88,46,67.0,2,1
511,14,0,10,4.9,97,1,1,1,67,67,37,89,57.0,0,1
512,17,1,11,4.8,60,2,0,1,70,78,55,93,67.67,2,1
513,14,1,10,2.1,66,2,1,1,55,61,49,70,55.0,0,1
514,19,1,12,5.7,96,1,1,1,77,80,61,62,72.67,2,1
515,19,0,11,2.0,69,0,0,1,53,56,96,45,68.33,2,1
516,19,1,10,3.5,95,2,1,0,51,89,57,53,65.67,0,1
517,14,1,10,3.2,52,0,0,1,64,38,86,48,62.67,0,1
518,18,0,11,4.2,57,2,0,0,79,57,38,78,58.0,0,1
519,14,1,10,4.2,93,2,1,0,73,86,70,93,76.33,2,1
520,15,0,12,4.4,97,0,1,0,80,77,40,58,65.67,0,1
521,18,1,11,4.1,100,2,1,1,87,94,99,51,93.33,1,1
522,14,1,10,5.2,90,1,1,0,98,38,38,65,58.0,0,1
523,19,1,9,0.6,85,0,1,0,81,92,85,69,86.0,1,1
524,17,0,12,3.3,80,2,0,1,86,45,47,48,59.33,0,1
525,14,1,11,1.3,66,0,1,1,50,88,71,58,69.67,2,1
526,17,1,10,1.7,63,1,0,1,76,69,73,84,72.67,2,1
527,18,1,12,0.6,67,2,0,0,73,45,86,85,68.0,2,1
528,17,0,11,2.9,65,1,1,1,38,62,41,48,47.0,3,0
529,14,1,11,1.9,69,1,1,1,59,99,48,59,68.67,2,1
530,19,1,9,1.9,67,2,0,0,70,98,43,53,70.33,2,1
531,17,0,11,5.7,57,2,0,0,82,70,84,87,78.67,2,1
532,19,0,11,2.9,97,0,0,1,86,49,75,95,70.0,2,1
533,15,1,10,1.5,78,0,1,1,36,45,74,67,51.67,0,1
534,19,1,10,2.3,70,2,0,0,60,84,92,44,78.67,2,1
535,14,1,9,4.5,70,2,1,1,48,48,60,82,52.0,0,1
536,18,0,12,4.4,69,0,1,1,88,63,92,79,81.0,1,1
537,18,1,9,5.3,53,1,0,0,58,57,76,52,63.67,0,1
538,18,0,12,5.1,58,1,1,0,75,83,77,95,78.33,2,1
539,19,1,12,5.7,56,2,0,0,67,77,66,50,70.0,2,1
540,17,0,10,5.8,68,0,0,0,54,46,52,79,50.67,0,1
541,18,1,9,2.8,81,0,0,1,98,65,87,62,83.33,1,1
542,14,0,12,0.7,57,1,0,1,95,60,66,52,73.67,2,1
543,19,1,10,5.4,91,2,0,1,70,76,42,48,62.67,0,1
544,19,0,12,1.8,82,2,0,0,44,66,95,84,68.33,2,1
545,18,0,9,1.4,86,1,0,0,92,76,41,52,69.67,2,1
546,17,0,12,3.4,51,2,1,0,79,87,44,70,70.0,2,1
547,15,0,10,2.7,84,1,0,0,46,85,58,42,63.0,0,1
548,14,0,9,1.7,98,0,1,1,91,43,100,50,78.0,2,1
549,15,1,9,4.4,60,0,0,0,39,59,52,79,50.0,0,1
550,15,0,10,2.3,90,2,0,1,62,57,50,81,56.33,0,1
551,17,1,11,3.1,89,0,0,1,100,41,69,65,70.0,2,1
552,16,0,12,1.0,86,2,1,1,48,58,50,77,52.0,0,1
553,14,1,9,4.0,70,1,1,0,56,45,45,95,48.67,3,0
554,19,1,12,1.2,51,0,0,0,87,47,84,59,72.67,2,1
555,16,1,12,3.8,58,0,0,1,90,52,61,75,67.67,2,1
556,16,1,9,3.1,73,1,1,1,37,42,40,45,39.67,3,0
557,17,1,9,4.1,89,2,0,1,91,38,61,80,63.33,0,1
558,19,1,12,5.4,79,2,0,0,93,52,51,81,65.33,0,1
559,16,1,11,3.4,85,0,0,1,68,75,43,65,62.0,0,1
560,14,1,12,4.0,52,1,1,1,65,94,55,83,71.33,2,1
561,16,0,11,4.4,65,0,0,1,71,67,74,45,70.67,2,1
562,17,1,11,4.2,76,0,0,0,38,57,79,68,58.0,0,1
563,14,0,10,3.1,77,1,0,0,80,96,43,62,73.0,2,1
564,18,1,12,5.6,60,0,1,0,84,46,87,61,72.33,2,1
565,17,1,10,3.3,84,0,1,0,94,37,37,75,56.0,0,1
566,15,1,9,1.4,95,2,1,1,47,61,39,46,49.0,3,0
567,15,1,10,2.6,99,2,0,1,47,54,81,74,60.67,0,1
568,18,1,12,4.9,92,2,0,0,67,44,71,43,60.67,0,1
569,17,1,9,4.4,82,1,0,0,80,59,80,79,73.0,2,1
570,19,0,10,0.9,72,1,0,0,65,90,99,45,84.67,1,1
571,17,1,9,2.1,66,1,0,0,77,68,96,72,80.33,2,1
572,15,0,9,4.1,65,1,0,1,99,38,73,42,70.0,2,1
573,16,0,10,4.4,53,2,0,0,99,62,89,75,83.33,1,1
574,15,1,12,5.7,83,2,0,1,46,49,92,46,62.33,0,1
575,18,1,11,1.8,88,2,1,1,71,99,49,43,73.0,2,1
576,19,1,12,4.6,52,0,0,0,62,41,96,53,66.33,2,1
577,19,1,9,1.2,65,2,0,0,44,38,99,91,60.33,0,1
578,18,0,10,5.9,66,2,1,1,63,47,77,51,62.33,0,1
579,16,0,9,4.8,82,0,1,0,81,74,74,92,76.33,2,1
580,15,0,12,2.5,75,0,0,0,46,97,41,49,61.33,0,1
581,15,0,10,2.4,98,1,1,1,49,93,94,45,78.67,2,1
582,17,1,11,2.9,63,2,0,0,96,93,44,85,77.67,2,1
583,16,1,9,4.8,98,2,0,0,100,74,45,92,73.0,2,1
584,17,0,11,3.4,68,1,1,0,72,80,46,59,66.0,2,1
585,16,1,10,4.4,50,1,0,0,80,39,41,66,53.33,0,1
586,16,0,11,5.0,80,0,0,0,81,53,53,52,62.33,0,1
587,14,1,10,2.5,71,0,1,0,60,88,87,54,78.33,2,1
588,19,1,11,1.6,75,1,0,0,56,56,36,85,49.33,3,0
589,14,1,10,2.4,86,2,1,0,99,42,36,80,59.0,0,1
590,15,0,10,4.0,100,1,1,0,44,91,56,50,63.67,0,1
591,18,0,11,4.8,78,0,1,1,88,64,63,89,71.67,2,1
592,15,1,10,5.9,76,2,0,1,71,98,40,55,69.67,2,1
593,17,1,10,5.5,79,1,0,1,68,45,77,95,63.33,0,1
594,14,1,9,3.2,91,1,0,1,84,55,47,67,62.0,0,1
595,14,1,9,4.1,62,2,0,0,52,72,85,87,69.67,2,1
596,18,0,12,3.2,68,2,0,0,58,94,78,70,76.67,2,1
597,17,0,10,3.6,56,1,1,1,98,43,52,68,64.33,0,1
598,16,0,10,1.7,83,1,1,1,87,58,59,73,68.0,2,1
599,17,1,11,2.5,75,2,1,0,65,36,35,54,45.33,3,0
600,17,0,12,5.0,69,0,1,0,96,41,72,64,69.67,2,1
601,16,1,9,1.6,72,1,0,1,59,54,48,44,53.67,0,1
602,17,1,11,4.1,68,2,0,0,47,37,35,79,39.67,3,0
603,15,1,9,1.1,88,0,1,1,59,66,71,63,65.33,0,1
604,14,0,12,0.9,72,2,0,1,77,60,43,71,60.0,0,1
605,19,1,9,4.4,66,1,1,1,38,71,79,90,62.67,0,1
606,14,1,11,4.3,93,1,0,1,42,90,88,50,73.33,2,1
607,15,0,12,4.9,78,2,0,0,91,82,63,76,78.67,2,1
608,16,1,11,4.5,84,2,1,1,100,83,42,77,75.0,2,1
609,16,1,11,3.8,90,2,1,0,74,95,67,45,78.67,2,1
610,18,0,12,1.3,56,0,1,0,53,45,35,52,44.33,3,0
611,19,1,12,5.7,79,1,1,0,84,89,97,47,90.0,1,1
612,18,1,10,2.0,79,0,0,1,100,87,82,94,89.67,1,1
613,19,1,12,5.3,63,0,1,1,83,48,71,48,67.33,2,1
614,14,0,11,4.2,60,1,0,1,45,68,65,78,59.33,0,1
615,19,0,11,1.1,64,2,1,0,41,53,46,77,46.67,3,0
616,15,1,9,2.9,97,2,0,0,45,47,43,57,45.0,3,0
617,18,1,10,4.2,98,1,1,0,67,97,36,88,66.67,2,1
618,16,0,12,5.1,76,2,1,0,78,45,42,48,55.0,0,1
619,18,1,11,5.1,51,2,1,0,72,69,58,92,66.33,2,1
620,18,0,11,3.5,91,0,0,0,66,39,47,75,50.67,0,1
621,15,1,10,3.4,60,1,1,0,38,69,43,79,50.0,0,1
622,15,0,12,2.9,100,2,1,0,42,42,36,57,40.0,3,0
623,17,1,10,1.7,77,2,1,1,57,71,80,76,69.33,2,1
624,15,1,10,5.7,53,0,0,1,70,81,50,47,67.0,2,1
625,16,0,9,3.1,75,0,0,0,87,53,85,43,75.0,2,1
626,19,0,11,1.5,62,0,1,0,80,58,55,81,64.33,0,1
627,14,0,11,5.5,80,2,0,1,50,93,77,80,73.33,2,1
628,14,1,12,2.4,93,1,0,1,71,91,41,87,67.67,2,1
629,18,1,12,1.2,96,2,0,0,39,81,79,51,66.33,2,1
630,16,1,12,3.4,68,1,0,1,54,57,77,46,62.67,0,1
631,18,1,10,0.6,80,1,1,1,51,84,42,55,59.0,0,1
632,19,0,12,2.2,91,1,1,0,59,44,45,80,49.33,3,0
633,15,1,11,5.3,75,0,0,0,37,44,85,83,55.33,0,1
634,19,0,10,5.5,68,0,0,1,93,52,48,94,64.33,0,1
635,19,1,10,4.9,93,0,1,0,58,55,39,71,50.67,0,1
636,14,0,9,3.1,50,2,0,0,85,93,77,68,85.0,1,1
637,15,1,10,0.7,51,2,0,0,73,46,75,65,64.67,0,1
638,18,1,10,2.2,92,0,1,0,78,45,61,68,61.33,0,1
639,16,1,9,3.9,52,2,0,0,69,86,92,73,82.33,1,1
640,19,1,12,5.4,66,2,1,1,59,93,38,87,63.33,0,1
641,16,0,11,0.9,54,0,0,0,92,79,67,47,79.33,2,1
642,17,1,9,1.0,71,2,1,1,91,61,85,51,79.0,2,1
643,18,1,10,3.4,61,2,1,1,96,83,99,70,92.67,1,1
644,15,1,10,2.4,81,2,0,0,74,68,81,68,74.33,2,1
645,19,0,10,2.0,59,2,1,1,66,88,48,57,67.33,2,1
646,14,1,12,1.2,55,0,1,0,52,43,91,41,62.0,0,1
647,14,1,12,5.7,100,1,0,1,61,56,50,80,55.67,0,1
648,14,0,9,4.6,64,0,1,0,61,69,62,71,64.0,0,1
649,16,1,9,5.5,50,0,0,0,65,82,95,67,80.67,2,1
650,16,1,12,2.2,83,2,1,1,35,58,49,68,47.33,3,0
651,17,0,11,3.8,65,2,0,0,35,45,63,47,47.67,3,0
652,17,0,10,4.8,94,1,1,1,49,75,82,75,68.67,2,1
653,18,0,9,4.4,60,1,0,0,82,97,81,92,86.67,1,1
654,18,1,10,5.1,59,0,1,1,60,56,63,87,59.67,0,1
655,17,0,10,4.1,85,1,1,1,68,38,85,92,63.67,0,1
656,16,1,12,4.7,72,2,0,0,56,66,84,47,68.67,2,1
657,14,0,11,5.1,83,1,0,1,64,49,43,80,52.0,0,1
658,18,0,12,5.9,69,0,0,1,95,99,90,41,94.67,1,1
659,19,1,11,1.7,86,1,1,0,46,93,61,56,66.67,2,1
660,16,1,12,5.3,72,2,1,1,99,76,78,46,84.33,1,1
661,16,0,12,2.7,94,1,0,0,71,44,67,92,60.67,0,1
662,15,1,11,2.8,89,1,0,0,41,48,57,45,48.67,3,0
663,15,0,9,0.5,87,2,1,0,47,38,58,52,47.67,3,0
664,17,0,9,4.4,67,2,1,0,46,69,93,75,69.33,2,1
665,19,1,10,1.5,78,1,1,1,93,35,74,59,67.33,2,1
666,16,1,11,5.9,86,2,0,0,66,68,80,94,71.33,2,1
667,17,0,9,4.2,90,0,0,1,81,59,66,57,68.67,2,1
668,18,1,9,1.9,57,0,1,1,48,60,58,47,55.33,0,1
669,17,1,11,3.8,72,2,0,0,92,39,85,56,72.0,2,1
670,14,0,9,1.6,90,1,1,1,39,66,58,81,54.33,0,1
671,18,0,10,1.0,86,2,1,1,96,87,41,47,74.67,2,1
672,14,1,12,3.2,84,0,1,0,96,47,60,52,67.67,2,1
673,17,0,12,1.0,63,1,0,1,73,42,87,47,67.33,2,1
674,17,1,11,4.0,56,0,0,0,86,56,99,79,80.33,2,1
675,16,0,9,3.2,52,2,0,1,53,51,49,40,51.0,0,1
676,17,0,11,0.7,89,2,0,0,91,35,64,48,63.33,0,1
677,19,1,12,3.3,58,0,1,0,50,60,99,60,69.67,2,1
678,15,1,9,3.0,72,1,1,1,43,93,81,51,72.33,2,1
679,14,1,12,3.4,51,1,1,0,88,46,57,78,63.67,0,1
680,18,0,10,5.1,54,0,1,0,61,44,79,43,61.33,0,1
681,15,1,11,1.5,85,1,0,0,73,52,74,89,66.33,2,1
682,18,0,11,2.0,99,1,1,0,97,62,81,53,80.0,2,1
683,17,0,10,0.9,58,0,0,1,49,68,99,80,72.0,2,1
684,14,0,10,1.4,75,1,0,1,37,83,41,40,53.67,0,1
685,18,1,11,1.0,57,2,0,1,56,55,72,91,61.0,0,1
686,18,1,12,3.1,83,0,1,1,61,70,74,66,68.33,2,1
687,14,1,10,1.2,60,0,1,0,79,97,36,45,70.67,2,1
688,18,1,12,3.8,85,0,1,0,53,55,43,79,50.33,0,1
689,16,1,10,4.1,81,0,0,0,81,58,67,46,68.67,2,1
690,17,0,12,3.1,70,1,1,1,70,71,77,91,72.67,2,1
691,14,0,12,4.2,94,2,1,1,39,81,63,63,61.0,0,1
692,19,0,12,0.7,61,2,0,1,81,77,91,90,83.0,1,1
693,17,1,12,5.7,67,1,0,0,54,58,61,87,57.67,0,1
694,19,0,9,4.4,87,0,1,1,42,35,93,91,56.67,0,1
695,16,0,11,2.9,98,2,0,0,58,38,81,84,59.0,0,1
696,16,1,12,1.2,81,2,1,1,73,49,42,92,54.67,0,1
697,18,0,11,2.4,76,1,1,0,95,42,99,45,78.67,2,1
698,19,0,9,3.5,97,0,0,1,94,79,44,57,72.33,2,1
699,17,0,11,1.6,56,2,0,1,49,86,86,44,73.67,2,1
700,15,0,12,5.2,51,2,0,1,98,63,94,59,85.0,1,1
701,19,0,9,4.1,65,0,1,0,54,99,94,49,82.33,1,1
702,16,1,9,3.7,89,1,0,1,89,71,97,90,85.67,1,1
703,19,0,12,4.5,93,0,1,1,37,57,89,69,61.0,0,1
704,19,1,11,3.1,79,1,1,1,60,61,39,94,53.33,0,1
705,16,0,11,4.7,90,0,1,0,79,51,88,88,72.67,2,1
706,19,0,9,4.2,81,1,0,1,39,40,87,44,55.33,0,1
707,17,0,9,5.4,76,1,1,0,72,77,42,65,63.67,0,1
708,14,0,10,5.1,51,0,1,1,51,91,91,64,77.67,2,1
709,17,1,11,4.7,92,0,0,0,45,52,37,68,44.67,3,0
710,18,1,12,4.4,82,2,0,0,71,97,56,45,74.67,2,1
711,17,0,10,2.8,75,1,1,0,76,76,90,89,80.67,2,1
712,15,0,12,1.3,85,0,0,1,44,97,43,70,61.33,0,1
713,15,0,10,3.3,79,0,1,0,94,68,83,74,81.67,1,1
714,19,1,11,4.2,78,2,0,0,86,48,59,94,64.33,0,1
715,19,1,12,3.4,52,0,0,1,67,59,41,48,55.67,0,1
716,18,1,12,2.2,89,1,0,0,55,99,50,61,68.0,2,1
717,18,0,11,2.7,75,2,1,1,47,42,100,51,63.0,0,1
718,19,1,10,3.6,93,0,0,0,67,38,40,57,48.33,3,0
719,19,0,10,3.2,84,0,0,1,80,91,66,89,79.0,2,1
720,17,1,10,0.8,63,0,0,0,96,61,85,57,80.67,2,1
721,17,0,12,1.1,91,1,0,0,73,50,96,44,73.0,2,1
722,17,1,10,4.1,93,1,1,0,100,56,69,45,75.0,2,1
723,15,0,9,2.0,99,2,0,1,73,48,40,95,53.67,0,1
724,18,1,10,3.4,78,2,0,0,76,94,44,84,71.33,2,1
725,14,1,9,4.0,54,2,0,1,60,69,90,79,73.0,2,1
726,18,0,10,3.7,95,0,0,1,50,88,87,62,75.0,2,1
727,17,0,9,2.0,80,1,1,1,52,42,95,85,63.0,0,1
728,16,1,12,5.5,62,0,0,0,80,67,40,74,62.33,0,1
729,15,0,11,1.2,62,2,0,1,69,80,72,82,73.67,2,1
730,18,0,11,3.6,53,0,0,0,53,78,61,94,64.0,0,1
731,15,1,10,1.2,51,0,1,0,85,79,94,69,86.0,1,1
732,16,1,9,0.9,97,1,1,1,54,91,67,40,70.67,2,1
733,14,0,11,0.9,92,0,1,0,88,56,40,90,61.33,0,1
734,17,1,11,1.5,54,0,0,0,93,65,59,85,72.33,2,1
735,19,0,12,1.5,83,0,1,0,85,82,97,75,88.0,1,1
736,17,1,11,0.7,56,2,1,1,69,35,37,82,47.0,3,0
737,15,1,9,1.0,63,2,1,0,57,79,90,91,75.33,2,1
738,18,0,10,2.4,58,0,0,1,69,36,83,89,62.67,0,1
739,19,1,12,1.7,85,1,0,0,81,81,71,74,77.67,2,1
740,17,1,11,1.7,75,1,1,0,74,73,61,52,69.33,2,1
741,16,1,12,2.1,87,2,1,1,71,54,67,49,64.0,0,1
742,19,0,11,1.3,55,2,0,1,94,47,61,73,67.33,2,1
743,14,0,9,1.9,85,2,0,1,74,60,100,69,78.0,2,1
744,14,1,12,1.6,63,2,0,1,49,41,100,40,63.33,0,1
745,18,1,11,4.4,81,2,0,1,76,63,42,80,60.33,0,1
746,15,0,10,5.4,85,1,0,1,76,71,63,83,70.0,2,1
747,19,1,10,3.8,58,0,1,0,78,56,48,75,60.67,0,1
748,18,0,10,3.4,68,1,0,1,57,44,82,65,61.0,0,1
749,14,0,12,3.1,60,0,1,0,84,51,44,51,59.67,0,1
750,19,1,10,2.0,79,0,1,1,74,51,79,47,68.0,2,1
751,16,0,12,0.8,50,2,1,1,44,41,52,48,45.67,3,0
752,19,1,12,5.6,53,2,0,0,87,98,89,77,91.33,1,1
753,16,1,12,3.6,60,2,1,1,66,59,58,82,61.0,0,1
754,15,0,10,3.7,80,2,0,1,95,62,46,95,67.67,2,1
755,16,1,9,5.5,57,0,0,0,47,57,65,83,56.33,0,1
756,19,0,9,3.6,68,1,0,1,89,36,80,71,68.33,2,1
757,19,1,9,4.3,82,1,0,0,88,38,49,42,58.33,0,1
758,14,0,10,5.5,57,1,1,0,52,41,90,61,61.0,0,1
759,18,0,10,4.8,73,0,1,1,85,63,51,49,66.33,2,1
760,14,0,9,1.6,61,2,0,0,77,94,80,55,83.67,1,1
761,16,1,9,2.2,87,0,0,1,54,94,58,84,68.67,2,1
762,16,1,11,3.9,66,1,0,1,73,35,92,91,66.67,2,1
763,14,0,9,5.2,91,0,1,0,57,87,68,59,70.67,2,1
764,19,0,12,1.3,82,0,0,1,85,93,98,87,92.0,1,1
765,15,0,11,2.7,99,1,1,1,87,54,67,55,69.33,2,1
766,19,0,11,1.2,93,2,1,0,48,63,53,65,54.67,0,1
